articleId,departmentNo
324963030,3419
325087002,1334
325087043,1334
325542015,3709
327310002,1444
327821034,7920
333323030,6541
337777004,8757
337991002,7389
338400001,3710
341242001,8615
341242009,8615
341242019,8615
341452001,1338
341782018,5828
341782022,5828
341782032,5828
341782043,5828
342060001,3608
344956009,3419
345922004,9985
347200001,7389
347975001,6515
348330027,6515
349080001,3608
349301001,3527
349301030,3527
350911002,9986
351462009,4242
351484002,4242
351484026,4242
351484027,4242
351484033,4242
351484034,4242
351484039,4242
351484041,4242
351484042,4242
351933029,1334
351933051,1334
351933052,1334
355072001,1643
355072002,1643
355307053,1676
355569001,1643
355569002,1643
355569005,1643
355569011,1643
355569043,1643
356289005,1444
356289075,1444
357751003,4344
357792003,8888
358483007,5963
359504016,3709
365439058,8560
368038011,4343
369796004,8888
369796007,8888
369796027,8888
369796032,8888
370594021,8888
372008001,1676
372860001,3611
372860002,3611
372860024,3611
372860041,3611
372860051,3611
372860068,3611
372860069,3611
373506001,3610
373506004,3610
373506008,3610
373506026,3611
375585027,5868
376172001,8888
377277001,1643
377277018,1643
377277036,1643
377277037,1643
377436002,3419
378135028,5831
378135033,5831
378135034,5831
378447002,5831
378447034,5831
378447036,5831
381038018,1643
381038026,1643
383152002,1339
383152003,1339
383569009,1666
384851013,1643
386463014,4344
386678001,3209
386681018,1920
387348020,8394
390512018,3519
392220001,9986
392269011,5828
392269014,5828
392938035,8617
393447016,1244
393772021,5683
395127011,8617
395575001,3710
395575002,3710
395658031,7920
395658035,7920
396135007,1676
396135008,1676
396135048,1676
396135049,1676
397068001,5672
397068014,5672
397068015,5672
397688006,5673
398074048,2032
399061008,1201
399061011,1779
399061015,1201
399061023,1201
399061028,1201
399061032,1201
399087001,1772
399087010,1772
399087011,1772
399087014,1772
399087015,1772
399087017,1772
399087028,1772
399087029,1772
399087030,1772
399087040,1772
399087051,1772
399136004,1772
399136009,1772
399136011,1772
399136023,1772
399136027,1772
399136033,1772
399136053,1772
399136061,1772
399136073,1772
399201002,1772
399201005,1772
399201011,1772
399201018,1772
399201022,1772
399201023,1772
399201024,1772
399201026,1772
399201042,1772
399223001,1772
399223024,1772
399223028,1772
399223029,1772
399223033,1772
399223034,1772
399223035,1772
399223052,1772
399223068,1772
399256001,1779
399256003,1779
399256005,1779
399256009,1779
399256013,1779
399256018,1722
399256019,1722
399256023,1779
399256030,1779
399256032,1722
399256037,1722
400285006,1772
400285011,1772
400319005,1772
400342003,5672
400456001,6515
400901004,3937
401044004,5961
401044012,5961
401044019,5961
401044031,5961
401044032,5961
403448007,8768
403490011,8768
403490012,8768
405887035,7920
405887037,7920
406724002,9986
407653001,4344
407653002,4344
407663008,4344
408104012,5731
408649007,3611
408664009,3611
408664010,3611
408875001,1643
408875002,1643
408875017,1643
408875018,1643
408875019,1643
408875021,1643
408875030,1643
410549007,7932
411413001,1643
411569001,9986
412031001,5956
413707001,1649
413707022,1649
413707031,1649
414102001,9985
414102002,9985
416157003,5686
417088006,1773
417951001,3608
417951005,3608
424468004,8559
425217006,4242
426013023,1779
426013024,1779
426019007,1773
426199002,1334
426199021,1339
426541040,1747
427159006,5672
428071011,1643
428291001,3945
428291007,3945
428291016,3945
428454002,3944
429313002,1338
429313006,1338
429313017,1338
429313020,1338
429322001,1338
432566001,3608
433444001,2032
436083001,3710
436083002,3710
436083003,3710
436261001,3608
436570023,1920
436570025,3209
437783003,8768
439793010,2032
440811001,5962
440811023,5962
441386004,5882
441386008,5882
442786001,2031
442786005,2031
442915001,2032
443262015,5832
443262016,5832
443262018,5832
443696020,8768
443696026,8768
443696043,8768
443860020,5831
444325004,1643
445419001,1641
445865001,1773
446224001,1647
446224002,1647
446224013,1647
446224014,1647
446224016,1647
446224019,1647
446224026,1647
446224043,1647
447201006,4214
448262039,5882
448509001,1747
448509009,1747
448509014,1747
448509017,1747
448509018,1747
448509020,1747
448509026,1747
448509027,1747
448509028,1747
448509031,1747
448515001,1747
448515018,1747
448515031,1747
448515036,1747
449263005,5957
449263028,5957
449263041,5957
449263044,5957
449897001,5672
449897018,5672
450056005,8310
451290005,8615
451380008,5686
451744001,3209
451744018,3209
452516012,8616
452516016,8616
452616009,7932
452618001,3608
452818001,7188
453065002,7931
453065003,7931
453065011,7931
453065021,7931
453065033,7931
453239037,6565
453239039,6565
453258007,5283
453272029,4210
453358001,3509
453358011,3509
453585009,3509
453585014,3509
453585016,3509
454199002,1545
455832001,1338
456163009,1676
456163022,1676
456163030,1676
456163031,1676
456163048,1676
456163049,1676
456163050,1676
456163053,1676
456163060,1676
456163062,1676
456163063,1676
456163070,1676
456163083,1676
456163085,1676
456163086,1676
457466002,3608
457722013,1642
457892003,1676
458032003,3529
458239001,1676
458239017,1676
458393001,7930
458393012,7930
458428033,5683
458428045,5683
458543001,4242
458543005,4242
458543009,4242
458882004,1547
458924002,1636
458924011,1636
458924013,1636
458924016,1636
458925003,1636
459428001,5957
461327006,5831
461327008,5831
462435021,6515
463970010,1334
463970031,1334
464277014,1334
464297007,1334
464297021,1334
464297030,1334
464297033,1334
464454011,1444
464679010,3710
464679012,3710
464908002,1334
464908037,1334
464927008,1334
464927018,1334
465655010,1334
465655016,1334
465655019,1334
465655022,1334
465655024,1334
467738002,7389
468480002,1773
468480015,1773
468480031,1773
469021001,9985
469039019,3527
469039032,3527
469039035,3527
469137001,1636
469137015,1636
469137016,1636
469137017,1636
469137018,1636
469562002,2031
469562006,2031
469562013,2031
469562048,2031
469562068,2031
469658009,1334
470111002,1909
470167001,9985
470167002,9985
470636064,1344
470789001,1339
470789016,1334
470789018,1334
470789019,1339
470789028,1339
470789030,1339
470985003,3828
470985009,3828
470985010,3828
471566006,3040
471714005,5690
471714014,5690
471714036,5690
472755002,8560
473507001,3209
473954006,1339
473954008,1339
473954013,1339
473954014,1339
473954015,1339
474123015,5962
474461006,5687
474461035,5687
474471001,5687
474471010,5687
475791004,3629
475791006,3629
475791010,3629
475791011,3629
475791012,3629
475791030,3629
475791038,3629
476315024,5848
476315028,5848
476583019,1643
477507001,3936
477507009,3936
478298005,4343
478549001,1649
478549008,1649
478646001,4344
478646002,4344
478992010,5687
478992012,5687
479167001,3710
479167002,3710
479227012,1676
480093001,3608
480304005,5848
481110017,1338
481245003,1338
481781004,8888
482207016,1909
483633004,1313
484205004,1773
484205010,1779
484398001,8310
484398005,8310
484398071,8310
485176004,1747
485176007,1747
485240007,9986
485537037,4215
485551005,4215
485973003,5962
485973011,5962
486639003,3710
486782002,1334
486782004,1334
487050028,4214
487050041,4214
487207002,4214
487207010,4214
487207019,4214
487722001,1338
487722005,1338
487722008,1338
487750034,7930
487827007,1772
487827009,1772
487827014,1772
487827024,1772
488012027,4224
488016008,4224
488546001,5960
488546008,5960
488561003,5658
488561021,5658
488561023,5658
488561032,5658
488564006,1666
488614012,1334
488697004,3629
489217006,3929
489435002,3527
489435014,3939
490113011,1745
490113016,1745
490176001,1747
490176002,1747
490176004,1747
490176012,1747
490436001,1334
490473012,3611
490676002,8756
490793015,1640
490794012,1640
491532007,5831
491912002,5656
491912014,5656
491913003,5656
492171004,5672
492244014,4242
492245010,4242
492245014,4242
492567002,4242
492892001,3710
492892002,3710
492897001,3710
492897002,3710
493103040,6541
493438027,8316
493826001,3529
493995001,3529
494030019,1676
494094001,3629
494691001,1772
494910002,1313
495030002,7188
495418003,1338
495573004,1338
495573018,1338
495573019,1338
495685001,5831
495685003,5831
495685006,5831
495733002,5731
496111009,1610
496111017,1610
496111018,1610
496111019,1610
496111020,1610
496111033,1610
496111034,1610
496159009,3510
496735008,1334
496762004,1643
496762020,1643
496762022,1643
496923005,1745
497224002,4210
497513001,1339
497640002,5252
497642004,5252
497787004,5767
498738016,6280
498779009,1344
499334001,9986
499807005,8888
501323006,1717
501323008,1717
501396001,1414
501509003,5741
501616007,8617
501616008,8617
501616009,8617
501616012,8617
501616068,8617
501619006,5777
501619018,5777
501619019,5777
501620026,5777
501620032,5777
501620035,5777
501620037,5777
501620038,5777
501620040,5777
501722004,5777
501722030,5777
501820001,1647
501820002,1647
501820003,1647
501820004,1647
501820006,1647
501820007,1647
501820008,1647
501820021,1647
501820025,1647
501820043,1647
501820044,1647
501820045,1647
501914002,8397
502186011,1610
502186012,1610
502186013,1610
502224001,3529
502224007,3529
502522001,1676
502660001,8560
502869002,1723
502869003,1723
503095005,1222
503862001,7656
504113024,1344
504152001,1646
504152012,1646
504154003,1626
504154015,1626
504154018,1626
504154019,1626
504154020,1626
504154021,1626
504154027,1626
504155001,1646
504155011,1646
504155012,1646
504155018,1646
504155020,1646
504196001,1344
504196002,1344
504658004,5252
505083002,1510
505091002,1510
505507005,7956
505507006,7956
505507011,7956
505512001,7988
505561002,1747
505882006,1334
506098006,1334
506098007,1334
506098016,1334
506110001,1676
506166058,1919
506321009,1747
507431033,5957
507431035,5957
507706003,8310
507834004,5958
507883009,1339
507883015,1334
507883018,1339
507909001,1515
507909003,1515
507909004,1515
507909007,1515
507909008,1515
507909015,1515
507909017,1515
507909022,1515
507909024,1515
507909027,1515
507910001,1515
507910002,1515
507910004,1515
507910027,1515
507987001,3945
508184008,3709
508184019,3709
508184020,3709
508318001,1334
508318016,1334
508543015,7648
508671003,7648
508691012,1510
508929063,7920
508942006,7920
509042001,5961
509091010,1334
509091011,1334
509091013,1334
509091026,1334
509091030,1334
509091036,1334
509091045,1334
509091060,1334
509134001,1640
509135002,1640
509135003,1640
509210002,5962
509210005,5962
509210006,5962
509210020,5962
509415003,7988
509629008,1334
509642001,1414
509669004,1334
509669009,1334
509732006,8559
509893016,8559
510074015,2032
510126001,5961
510126016,5961
510126018,5961
510283001,4242
510283002,4242
510419001,3040
510419006,3040
510420004,3040
510420009,3040
510465001,2032
510465008,2032
510684009,1649
511105002,8888
511105004,8888
511105007,8888
511590003,5848
511651001,8396
511783002,3409
511783003,3409
511783004,3409
511783012,3409
511924002,1338
512075001,3710
512251003,1643
512251004,1643
512251012,1643
513257008,7616
513257011,7616
513373002,1522
513373008,1522
513699018,5832
513699027,5832
514134005,3529
514482003,1338
514577007,1510
514577008,1510
514577012,1510
514577013,1510
514577014,1510
514577019,1510
515514007,1244
515581010,3209
515769002,5858
516000001,1666
516000002,1666
516000017,1666
516000019,1666
516000020,1666
516000024,1660
516000034,1660
516000043,1660
516000072,1666
516000075,1666
516000087,1660
516000091,1660
516000103,1660
516219001,3929
516656003,5962
516712001,1643
516712005,1643
516712006,1643
516741002,1939
516741007,1939
516859001,3509
516859002,3509
516859008,3509
516903005,1647
516903007,1647
516903008,1647
516903015,1647
516903022,1647
517762001,3528
517762010,3528
517959025,7922
518329007,1722
519516001,5777
519583008,1772
519583013,1772
519583015,1772
519583033,1772
519583035,1772
519583038,1772
519583042,1772
519583048,1772
519588001,1647
519588003,1647
519589003,1723
519749006,1626
519749040,1626
519847021,1610
519847023,1610
519847025,1610
520427009,3611
520508002,1660
520509001,1660
520829001,1636
521269001,1647
521302004,1626
522374002,1646
522398021,1636
522398053,1636
522398057,1636
522398064,1636
522398065,1636
522725014,1334
522754002,5956
522918006,1344
522918041,1344
523150002,1666
523404026,8559
523488001,4343
523489001,4343
523489013,4343
523489015,4343
523490002,4343
523490003,4343
523490004,4343
523490007,4343
523756001,1723
523936032,9989
524061003,1773
524529001,1647
524529002,1647
524529004,1647
524529006,1647
524529007,1647
524529010,1647
524529013,1647
524529022,1647
524825006,1722
524825010,1722
524825011,1722
524825012,1722
524825014,1722
524825016,1722
524825018,1722
525518005,1773
525581005,6515
525932008,1676
525932009,1676
526029005,1676
526260004,1647
526708008,1640
526708021,1640
526980001,3709
527573001,1640
527601003,1640
527687004,1244
527687006,1244
527687007,1244
528028001,1343
528697004,1636
528931005,3929
529008009,1338
529008010,1338
529008011,1338
529008026,1338
529008038,1338
529008045,1338
529008046,1338
529012011,1338
529012012,1338
529012018,1338
529012025,1338
529012029,1338
529012033,1338
529589001,4344
529953001,1747
529953007,1747
530677001,4345
530953003,3705
531284005,4215
531615005,1676
531615006,1676
532123001,3710
532131001,3710
532138001,3710
532205003,1710
532275008,1722
532578001,1626
532578008,1626
532578010,1626
532578017,1626
532578019,1626
532578028,1626
532578030,1626
532921003,2032
532954002,3946
532955001,3946
533022040,6515
533135004,1723
533230001,1647
533230002,1647
533230003,1647
533261006,6515
533393003,8394
533404019,8558
533406024,8558
533421001,5956
533717002,1222
534052001,4343
534164001,2032
534164011,2035
534164033,2032
534181002,1201
534181005,1201
534181008,1201
534181009,1201
534181011,1201
534210006,1522
534268004,1313
534268005,1313
534357008,1772
535035001,5960
535455002,1522
535726005,7917
535877019,3946
536139006,3709
536139010,3709
536139012,3709
536139034,3709
536139037,3709
536139038,3709
536139042,3709
536139046,3709
536139054,3709
536139055,3709
536139057,3709
536139058,3709
536139060,3709
536139067,3709
536139071,3709
536358001,4344
536699003,8917
537085009,1666
537116001,1666
537116004,1666
537116012,1666
537119003,1717
537346020,1626
537346026,1626
537479002,3945
537479003,3945
537612023,7930
537688013,1626
537688014,1626
537688015,1626
537732001,3710
537895002,1647
537895003,1647
537895005,1647
537930002,1919
538283004,1647
538438002,7389
538699001,1676
538699007,1676
538813002,1773
538993007,1710
539209001,1745
539290013,1647
539290014,1647
539290015,1647
539291004,1647
539366010,1636
539474002,3030
539723001,1747
539723002,1747
539723003,1747
539723005,1747
539723006,1747
539723007,1747
539723038,1747
539723042,1747
539844007,3828
540269002,1747
540277004,3709
540701003,1747
541313001,1773
541491001,5883
541512001,1334
541512013,1334
541512014,1334
541518004,1334
541518015,1334
541519028,1334
541706015,5883
541746002,1522
541848001,5962
542017007,1543
542402001,3608
542464001,4242
542464003,4242
542464004,4242
542533002,5832
542533015,5832
542695005,1640
542730009,1201
542982010,8768
543035015,9989
543054005,1647
543054006,1647
543054013,1647
543062007,5832
543310001,5961
543310004,5961
543669001,1338
544181001,7389
544290001,7668
544627004,1414
544627005,1414
544627007,1414
545396005,7668
545396040,7668
545894001,3630
545929003,3608
546406001,1414
546565003,7956
546565004,7956
546579001,4344
546684010,3209
546721003,3828
546721004,3828
547300001,5882
547300003,5882
547349002,1338
547349005,1338
547365002,1338
547365003,1338
547365012,1338
547365023,1338
547365026,1338
547365029,1338
547367007,1338
547367008,1338
547367010,1338
547367021,1338
547367022,1338
547607001,8888
547747001,1722
547752004,1722
547780001,1643
547780002,1643
547780015,1643
547780019,1643
547780022,1643
547780025,1643
547780031,1643
547937008,1610
548110013,7917
548110020,7917
548110022,7917
548388015,1646
548436001,2950
548546001,1643
548613003,1666
548613005,1666
548613029,1666
548613038,1666
548613040,1666
548613042,1666
548659001,1722
548659003,1722
548659005,1722
548837002,3945
548926001,1647
549253002,1939
549253007,1939
549607004,1201
549914002,1647
549914003,1647
550004002,3611
550021002,4344
550021003,4344
550309005,1676
550309009,1676
550833002,3937
551044028,5882
551257008,1522
551336003,1647
551379001,4242
551379008,4242
551462012,1344
551790007,5831
552041001,1647
552315002,7956
552346003,8917
552346014,8917
552346017,8917
552346019,8917
552346021,8917
552370002,8917
552471001,1543
552471004,1543
552471019,1543
552473001,1543
552473028,1543
552473031,1543
552473036,1543
552716001,3209
552866001,1626
553069005,3209
553092013,8615
553392001,1660
553611006,3528
553611013,3528
553611020,3528
554007001,1344
554011001,4210
554141003,8768
554141015,8768
554141018,8768
554450001,1747
554450004,1747
554450005,1747
554450006,1747
554450014,1747
554450019,1747
554450026,1747
554450027,1747
554450028,1747
554450036,1747
554450042,1747
554450043,1747
554450046,1747
554477005,1747
554477007,1747
554477020,1747
554477027,1747
554477033,1747
554477034,1747
554477035,1747
554477037,1747
554479001,1745
554479005,1745
554479018,1745
554538002,1640
554541005,8956
554541014,8956
554541015,8956
554541016,8956
554541029,8956
554541032,8956
554541034,8956
554546013,7956
554546016,7956
554546019,7956
554546028,7956
554546030,7956
554552002,6281
554568001,1939
554598001,1676
554598003,1676
554598008,1676
554598009,1676
554598012,1676
554598028,1676
554598038,1676
554598040,1676
554598041,1676
554598047,1676
554598057,1676
554598058,1676
554598063,1676
554598065,1676
554598066,1676
554598070,1676
554598080,1676
554598083,1676
554598087,1676
554640010,1773
554640012,1773
554704006,1244
554704007,1244
554757004,1626
554772001,1676
554772002,1676
554772003,1676
554772041,1676
554792001,3509
554792003,3509
554811008,1676
554811019,1676
554811020,1676
554811026,1676
554811029,1676
554811031,1676
555102001,8316
555326010,8917
555351006,8917
555353015,2032
555550001,1444
556255001,1772
556255003,1772
556255005,1772
556260001,1772
556260002,1772
556260004,1772
556260007,1772
556260008,1772
556438001,3528
556527008,8956
556528002,8956
556539001,4343
556539003,4343
556539011,4343
556539014,4343
556539016,4343
556539023,4343
556539027,4343
556539028,4343
556545001,3528
556559001,7956
556560001,7956
556589001,3209
556677009,3528
557241003,1772
557246001,5883
557246003,5883
557246005,5883
557247005,5833
557247007,5868
557247010,5868
557247014,5868
557247017,5868
557247018,5868
557248001,5868
557248002,5868
557248005,5868
557248023,5868
557265001,7648
557599001,1339
557599011,1339
557599018,1334
557599022,1338
557599023,1338
557908015,5777
557994003,1334
557994014,1334
557994015,1334
557994019,1334
558070008,1212
558981011,8716
558986001,1640
558986008,1640
559076004,3529
559580001,5858
559601002,4242
559601006,4242
559601010,4242
559601019,4242
559607002,4242
559607008,4242
559607009,4242
559616001,4242
559616013,4242
559616014,4242
559616017,4242
559616020,4242
559626001,1522
559630002,4242
559630003,4242
559630004,4242
559630009,4242
559630013,4242
559630014,4242
559630019,4242
559630026,4242
559630029,4242
559633001,4242
559633008,4242
559634002,4242
559634003,4242
559634006,4242
559634009,4242
559634018,4242
559637004,4242
559637005,4242
559646008,1334
559649001,4242
559649002,4242
559677001,1641
560047002,4344
560203001,4242
560204001,4242
560221002,4242
560221004,4242
560221006,4242
560221011,4242
560221012,4242
560222002,4242
560222004,4242
560222011,4242
560222012,4242
560268001,1676
560270001,8316
560270007,8316
560270008,8316
560270009,8316
560270010,8316
560389011,1334
560389013,1334
560566003,1686
560566004,1686
560621003,5952
560781002,3419
561001001,1636
561067001,8310
561307023,7932
561307029,7932
561445005,1676
561445006,1676
561445007,1676
561445010,1676
561445020,1676
561445037,1676
561570001,1676
561706001,1747
561776001,4344
561797001,1676
561797003,1676
561797004,1676
561814002,1676
561817002,1676
561817005,1676
562092003,1660
562167003,4212
562211002,3509
562211012,3509
562211013,3509
562245001,1722
562245004,1722
562245005,1722
562245006,1722
562245015,1722
562245018,1722
562245025,1722
562245034,1722
562245039,1722
562245043,1722
562245046,1722
562245050,1722
562245054,1722
562245055,1722
562245057,1722
562245058,1722
562245059,1722
562245061,1722
562245062,1722
562245063,1722
562245064,1722
562245084,1722
562245088,1722
562245089,1722
562245093,1722
562245097,1722
562245100,1722
562245102,1722
562245104,1722
562251007,1722
562252001,1722
562252010,1722
562252028,1722
562252031,1722
562252032,1722
562252035,1722
562252039,1722
562299002,3519
562498002,1676
562498011,1676
562498015,1676
562613006,1334
562613007,1334
562613009,1334
562613011,1334
562613018,1334
562637001,1522
562657001,3509
562657004,3509
562775001,3209
563204001,4242
563210002,2950
563519001,1676
563519003,1676
563519006,1676
563519008,1676
563519013,1676
563519016,1676
563609004,8310
563993002,4343
564309019,7988
564309020,7988
564309042,7988
564310025,7988
564310030,7988
564310039,7988
564311002,7988
564311005,7988
564311023,7988
564312012,7988
564312023,7988
564313005,7988
564313020,7988
564313029,7988
564314016,7988
564314018,7988
564314031,7988
564334002,1338
564334005,1338
564358010,5878
564358012,5878
564358023,5878
564358024,5878
564358033,5878
564418002,1773
564419001,1510
564448002,1338
564551012,6565
564754002,1510
564754003,1510
564754012,1510
564786001,8316
564786017,8316
564786018,8316
564787003,8316
564787009,8316
564787012,8316
564787014,8316
564792001,8316
565292012,5658
565292015,5658
565338009,1334
565379001,1676
565379002,1676
565379004,1676
565379005,1676
565379022,1676
565379023,1676
565379027,1676
565379032,1676
565430002,2950
565935002,7657
566089001,6545
566140001,4242
566140006,4242
566140009,4242
566140015,4242
566140017,4242
566147001,4345
566323001,3705
566360005,1666
566428001,3710
566486004,6541
566534003,8756
566592023,8757
566618004,1686
566940004,9984
566941003,9984
566941012,9984
566942002,9984
567114005,8717
567413004,5828
567418006,5828
567418016,5828
567475001,1919
567532013,3705
567532015,3705
567535009,3705
567618001,3710
567618002,3710
567626001,4242
567635005,8716
567636001,4242
567638007,9984
567725003,6561
567725005,6561
567728006,4242
567729004,4242
567821001,8956
567993015,8316
567993016,8316
567993035,8316
567993040,8316
568020001,3710
568047002,8716
568069002,8316
568137005,1676
568174046,7657
568456015,5731
568570002,4242
568571002,4242
568573001,4242
568575001,4242
568593002,8768
568593007,8768
568594001,3419
568597006,1717
568597007,1717
568597018,1717
568597019,1717
568597023,1717
568597033,1717
568601006,1212
568601007,1212
568601008,1212
568601019,1212
568601023,1212
568601024,1212
568601026,1212
568601029,1212
568601031,1212
568601033,1212
568601034,1212
568601037,1212
568601038,1212
568751005,1338
568767003,1543
568836006,1313
568838008,1313
568838009,1313
568838011,1313
568931001,1414
568931012,1414
569046001,4242
569093019,7932
569206004,7932
569244002,1920
569246001,3209
569355013,3828
569355014,3828
569374001,8316
569406001,7668
569406004,7668
569516002,5831
569525001,1647
569526002,8316
569562012,3709
569847001,1626
569888001,1722
569903004,6561
569929001,1201
569974001,5868
569974019,5883
569974026,5883
569976009,5833
569981006,5868
569981011,5833
569984001,5832
569984002,5832
569984014,5868
569984019,5832
569984020,5832
569984037,5832
569996001,5883
569996004,5883
569997001,5883
569997013,5883
569997029,5832
569997031,5832
569998001,5868
569999007,5832
570002001,5832
570002002,5832
570002038,5868
570002048,5832
570002054,5832
570002058,5832
570002073,5832
570002079,5832
570002080,5832
570002082,5832
570003001,5832
570003002,5832
570003016,5832
570003031,5832
570003032,5832
570003040,5832
570003042,5832
570003054,5832
570003056,5832
570003082,5832
570004005,5832
570004009,5832
570004010,5832
570004011,5832
570004031,5832
570004045,5832
570004050,5832
570004065,5832
570004105,5832
570004106,5832
570004108,5832
570004118,5832
570033008,5832
570189001,1747
570189003,1747
570242001,5131
570243001,5631
570319001,1334
570319029,1334
570384002,1941
570573002,3090
570781003,1666
570843001,2032
571092001,1717
571436009,1643
571436011,1643
571436022,1643
571436030,1643
571436035,1643
571451001,4242
571598032,7668
571598033,7668
571650001,5961
571706001,4242
571709003,1636
571709004,1636
572124003,1772
572127013,1522
572127015,1522
572127018,1522
572187001,1444
572277007,8716
572399004,1643
572399005,1643
572399006,1643
572400001,1643
572400002,1643
572400022,1643
572480002,1643
572533027,1643
572582006,8316
572582008,8316
572791006,1660
572797001,1660
572797002,1660
572797011,1660
572797031,1660
572797032,1660
572797039,1660
572797048,1660
572931001,8310
572938001,8310
572957005,1919
572957017,1919
572998001,1747
572998002,1747
572998004,1747
572998007,1747
572998009,1747
572998013,1747
573071001,3090
573085001,1722
573085004,1722
573085005,1722
573085010,1722
573085019,1722
573085020,1722
573085027,1722
573085028,1722
573085033,1722
573085034,1722
573085039,1722
573085042,1722
573085043,1722
573085044,1722
573085047,1722
573085052,1722
573152021,1919
573282010,1660
573282011,1660
573282012,1660
573282033,1660
573390001,1334
573609001,8956
573626002,1919
573626007,1919
573626008,1919
573651001,8316
573652001,8316
573716002,1722
573716005,1722
573716012,1722
573716028,1722
573716039,1722
573716040,1722
573716049,1722
573716050,1722
573716052,1722
573716053,1722
573716054,1722
573716072,1722
573856001,1710
573856023,1710
573856024,1710
573870005,1710
573937001,1939
573937003,1939
574109011,1647
574109012,1647
574109013,1647
574109017,1647
574109020,1647
574109021,1647
574109023,1647
574109025,1647
574109026,1647
574112001,1647
574399003,4343
574401001,1641
574682001,1926
574752003,3828
574874004,3709
574874006,3709
575004005,4344
575141001,1676
575141005,1676
575156004,7920
575172001,1722
575347003,7188
575347010,7188
575347011,7188
575347014,7188
575447008,7988
575495003,1722
575542003,1722
575542007,1722
575630001,4242
576050001,1626
576112001,1926
576653005,1610
576661009,5658
576689001,8396
576692001,8396
576693001,8396
576693002,8396
576773015,1710
576773017,1710
576773019,1710
576775001,1710
576775006,1710
576897001,1643
577006002,7932
577006005,7932
577034001,1338
577318001,1543
577388003,5963
577425002,7188
577425011,7188
577494010,7932
577512001,1313
577512005,1313
577512009,1313
577513003,1313
577513006,1313
577992006,1334
578020001,1510
578020003,1510
578020004,1510
578113001,1747
578113002,1747
578133005,8394
578317006,3040
578342001,1646
578374001,1334
578470001,1201
578474001,1212
578474007,1212
578476001,1717
578478003,1717
578487002,1212
578487011,1212
578487015,1212
578630002,5832
578630003,5832
578630025,5832
578752001,3608
578876002,1660
578876005,1660
579302001,1338
579302004,1338
579302009,1338
579302012,1338
579302013,1338
579302018,1338
579322004,8713
579468006,1343
579541001,1616
579541004,1616
579541011,1616
579541026,1616
579541031,1616
579541036,1616
579541038,1616
579541072,1616
579541076,1616
579541077,1616
579577001,8956
579844003,1644
579865001,1244
579990002,1647
580000001,1338
580000003,1338
580041021,1338
580331004,1660
580482002,1626
580482004,1626
580482012,1626
580746002,1344
580768001,1646
580770001,1626
580770008,1626
580840001,8310
581127011,8756
581154003,3527
581157001,1338
581162001,3527
581162008,3527
581178001,5672
581213003,1344
581244001,6545
581275009,3527
581275010,3527
