articleId,productCode
428291007,428291
428291016,428291
428454002,428454
429313002,429313
429313006,429313
429313017,429313
429313020,429313
429322001,429322
432566001,432566
433444001,433444
436083001,436083
436083002,436083
436083003,436083
436261001,436261
436570023,436570
436570025,436570
437783003,437783
439793010,439793
440811001,440811
440811023,440811
441386004,441386
441386008,441386
442786001,442786
442786005,442786
442915001,442915
443262015,443262
443262016,443262
443262018,443262
443696020,443696
443696026,443696
443696043,443696
443860020,443860
444325004,444325
445419001,445419
445865001,445865
446224001,446224
446224002,446224
446224013,446224
446224014,446224
446224016,446224
446224019,446224
446224026,446224
446224043,446224
447201006,447201
448262039,448262
448509001,448509
448509009,448509
448509014,448509
448509017,448509
448509018,448509
448509020,448509
448509026,448509
448509027,448509
448509028,448509
448509031,448509
448515001,448515
448515018,448515
448515031,448515
448515036,448515
449263005,449263
449263028,449263
449263041,449263
449263044,449263
449897001,449897
449897018,449897
450056005,450056
451290005,451290
451380008,451380
451744001,451744
451744018,451744
452516012,452516
452516016,452516
452616009,452616
452618001,452618
452818001,452818
453065002,453065
453065003,453065
453065011,453065
453065021,453065
453065033,453065
453239037,453239
453239039,453239
453258007,453258
453272029,453272
453358001,453358
453358011,453358
453585009,453585
453585014,453585
453585016,453585
454199002,454199
455832001,455832
456163009,456163
456163022,456163
456163030,456163
456163031,456163
456163048,456163
456163049,456163
456163050,456163
456163053,456163
456163060,456163
456163062,456163
456163063,456163
456163070,456163
456163083,456163
456163085,456163
456163086,456163
457466002,457466
457722013,457722
457892003,457892
458032003,458032
458239001,458239
458239017,458239
458393001,458393
458393012,458393
458428033,458428
458428045,458428
458543001,458543
458543005,458543
458543009,458543
458882004,458882
458924002,458924
458924011,458924
458924013,458924
458924016,458924
458925003,458925
459428001,459428
461327006,461327
461327008,461327
462435021,462435
463970010,463970
463970031,463970
464277014,464277
464297007,464297
464297021,464297
464297030,464297
464297033,464297
464454011,464454
464679010,464679
464679012,464679
464908002,464908
464908037,464908
464927008,464927
464927018,464927
465655010,465655
465655016,465655
465655019,465655
465655022,465655
465655024,465655
467738002,467738
468480002,468480
468480015,468480
468480031,468480
469021001,469021
469039019,469039
469039032,469039
469039035,469039
469137001,469137
469137015,469137
469137016,469137
469137017,469137
469137018,469137
469562002,469562
469562006,469562
469562013,469562
469562048,469562
469562068,469562
469658009,469658
470111002,470111
470167001,470167
470167002,470167
470636064,470636
470789001,470789
470789016,470789
470789018,470789
470789019,470789
470789028,470789
470789030,470789
470985003,470985
470985009,470985
470985010,470985
471566006,471566
471714005,471714
471714014,471714
471714036,471714
472755002,472755
473507001,473507
473954006,473954
473954008,473954
473954013,473954
473954014,473954
473954015,473954
474123015,474123
474461006,474461
474461035,474461
474471001,474471
474471010,474471
475791004,475791
475791006,475791
475791010,475791
475791011,475791
475791012,475791
475791030,475791
475791038,475791
476315024,476315
476315028,476315
476583019,476583
477507001,477507
477507009,477507
478298005,478298
478549001,478549
478549008,478549
478646001,478646
478646002,478646
478992010,478992
478992012,478992
479167001,479167
479167002,479167
479227012,479227
480093001,480093
480304005,480304
481110017,481110
481245003,481245
481781004,481781
482207016,482207
483633004,483633
484205004,484205
484205010,484205
484398001,484398
484398005,484398
484398071,484398
485176004,485176
485176007,485176
485240007,485240
485537037,485537
485551005,485551
485973003,485973
485973011,485973
486639003,486639
486782002,486782
486782004,486782
487050028,487050
487050041,487050
487207002,487207
487207010,487207
487207019,487207
487722001,487722
487722005,487722
487722008,487722
487750034,487750
487827007,487827
487827009,487827
487827014,487827
487827024,487827
488012027,488012
488016008,488016
488546001,488546
488546008,488546
488561003,488561
488561021,488561
488561023,488561
488561032,488561
488564006,488564
488614012,488614
488697004,488697
489217006,489217
489435002,489435
489435014,489435
490113011,490113
490113016,490113
490176001,490176
490176002,490176
490176004,490176
490176012,490176
490436001,490436
490473012,490473
490676002,490676
490793015,490793
490794012,490794
491532007,491532
491912002,491912
491912014,491912
491913003,491913
492171004,492171
492244014,492244
492245010,492245
492245014,492245
492567002,492567
492892001,492892
492892002,492892
492897001,492897
492897002,492897
493103040,493103
493438027,493438
493826001,493826
493995001,493995
494030019,494030
494094001,494094
494691001,494691
494910002,494910
495030002,495030
495418003,495418
495573004,495573
495573018,495573
495573019,495573
495685001,495685
495685003,495685
495685006,495685
495733002,495733
496111009,496111
496111017,496111
496111018,496111
496111019,496111
496111020,496111
496111033,496111
496111034,496111
496159009,496159
496735008,496735
496762004,496762
496762020,496762
496762022,496762
496923005,496923
497224002,497224
497513001,497513
497640002,497640
497642004,497642
497787004,497787
498738016,498738
498779009,498779
499334001,499334
499807005,499807
501323006,501323
501323008,501323
501396001,501396
501509003,501509
501616007,501616
501616008,501616
501616009,501616
501616012,501616
501616068,501616
501619006,501619
501619018,501619
501619019,501619
501620026,501620
501620032,501620
501620035,501620
501620037,501620
501620038,501620
501620040,501620
501722004,501722
501722030,501722
501820001,501820
501820002,501820
501820003,501820
501820004,501820
501820006,501820
501820007,501820
501820008,501820
501820021,501820
501820025,501820
501820043,501820
501820044,501820
501820045,501820
501914002,501914
502186011,502186
502186012,502186
502186013,502186
502224001,502224
502224007,502224
502522001,502522
502660001,502660
502869002,502869
502869003,502869
503095005,503095
503862001,503862
504113024,504113
504152001,504152
504152012,504152
504154003,504154
504154015,504154
504154018,504154
504154019,504154
504154020,504154
504154021,504154
504154027,504154
504155001,504155
504155011,504155
504155012,504155
504155018,504155
504155020,504155
504196001,504196
504196002,504196
504658004,504658
505083002,505083
505091002,505091
505507005,505507
505507006,505507
505507011,505507
505512001,505512
505561002,505561
505882006,505882
506098006,506098
506098007,506098
506098016,506098
506110001,506110
506166058,506166
506321009,506321
507431033,507431
507431035,507431
507706003,507706
507834004,507834
507883009,507883
507883015,507883
507883018,507883
507909001,507909
507909003,507909
507909004,507909
507909007,507909
507909008,507909
507909015,507909
507909017,507909
507909022,507909
507909024,507909
507909027,507909
507910001,507910
507910002,507910
507910004,507910
507910027,507910
507987001,507987
508184008,508184
508184019,508184
508184020,508184
508318001,508318
508318016,508318
508543015,508543
508671003,508671
508691012,508691
508929063,508929
508942006,508942
509042001,509042
509091010,509091
509091011,509091
509091013,509091
509091026,509091
509091030,509091
509091036,509091
509091045,509091
509091060,509091
509134001,509134
509135002,509135
509135003,509135
509210002,509210
509210005,509210
509210006,509210
509210020,509210
509415003,509415
509629008,509629
509642001,509642
509669004,509669
509669009,509669
509732006,509732
509893016,509893
510074015,510074
510126001,510126
510126016,510126
510126018,510126
510283001,510283
510283002,510283
510419001,510419
510419006,510419
510420004,510420
510420009,510420
510465001,510465
510465008,510465
510684009,510684
511105002,511105
511105004,511105
511105007,511105
511590003,511590
511651001,511651
511783002,511783
511783003,511783
511783004,511783
511783012,511783
511924002,511924
512075001,512075
512251003,512251
512251004,512251
512251012,512251
513257008,513257
513257011,513257
513373002,513373
513373008,513373
513699018,513699
513699027,513699
514134005,514134
514482003,514482
514577007,514577
514577008,514577
514577012,514577
514577013,514577
514577014,514577
514577019,514577
515514007,515514
515581010,515581
515769002,515769
516000001,516000
516000002,516000
516000017,516000
516000019,516000
516000020,516000
516000024,516000
516000034,516000
516000043,516000
516000072,516000
516000075,516000
516000087,516000
516000091,516000
516000103,516000
516219001,516219
516656003,516656
516712001,516712
516712005,516712
516712006,516712
516741002,516741
516741007,516741
516859001,516859
516859002,516859
516859008,516859
516903005,516903
516903007,516903
516903008,516903
516903015,516903
516903022,516903
517762001,517762
517762010,517762
517959025,517959
518329007,518329
519516001,519516
519583008,519583
519583013,519583
519583015,519583
519583033,519583
519583035,519583
519583038,519583
519583042,519583
519583048,519583
519588001,519588
519588003,519588
519589003,519589
519749006,519749
519749040,519749
519847021,519847
519847023,519847
519847025,519847
520427009,520427
520508002,520508
520509001,520509
520829001,520829
521269001,521269
521302004,521302
522374002,522374
522398021,522398
522398053,522398
522398057,522398
522398064,522398
522398065,522398
522725014,522725
522754002,522754
522918006,522918
522918041,522918
523150002,523150
523404026,523404
523488001,523488
523489001,523489
523489013,523489
523489015,523489
523490002,523490
523490003,523490
523490004,523490
523490007,523490
523756001,523756
523936032,523936
524061003,524061
524529001,524529
524529002,524529
524529004,524529
524529006,524529
524529007,524529
524529010,524529
524529013,524529
524529022,524529
524825006,524825
524825010,524825
524825011,524825
524825012,524825
524825014,524825
524825016,524825
524825018,524825
525518005,525518
525581005,525581
525932008,525932
525932009,525932
526029005,526029
526260004,526260
526708008,526708
526708021,526708
526980001,526980
527573001,527573
527601003,527601
527687004,527687
527687006,527687
527687007,527687
528028001,528028
528697004,528697
528931005,528931
529008009,529008
529008010,529008
529008011,529008
529008026,529008
529008038,529008
529008045,529008
529008046,529008
529012011,529012
529012012,529012
529012018,529012
529012025,529012
529012029,529012
529012033,529012
529589001,529589
529953001,529953
529953007,529953
530677001,530677
530953003,530953
531284005,531284
531615005,531615
531615006,531615
532123001,532123
532131001,532131
532138001,532138
532205003,532205
532275008,532275
532578001,532578
532578008,532578
532578010,532578
532578017,532578
532578019,532578
532578028,532578
532578030,532578
532921003,532921
532954002,532954
532955001,532955
533022040,533022
533135004,533135
533230001,533230
533230002,533230
533230003,533230
533261006,533261
533393003,533393
533404019,533404
533406024,533406
533421001,533421
533717002,533717
534052001,534052
534164001,534164
534164011,534164
534164033,534164
534181002,534181
534181005,534181
534181008,534181
534181009,534181
534181011,534181
534210006,534210
534268004,534268
534268005,534268
534357008,534357
535035001,535035
535455002,535455
535726005,535726
535877019,535877
536139006,536139
536139010,536139
536139012,536139
536139034,536139
536139037,536139
536139038,536139
536139042,536139
536139046,536139
536139054,536139
536139055,536139
536139057,536139
536139058,536139
536139060,536139
536139067,536139
536139071,536139
536358001,536358
536699003,536699
537085009,537085
537116001,537116
537116004,537116
537116012,537116
537119003,537119
537346020,537346
537346026,537346
537479002,537479
537479003,537479
537612023,537612
537688013,537688
537688014,537688
537688015,537688
537732001,537732
537895002,537895
537895003,537895
537895005,537895
537930002,537930
538283004,538283
538438002,538438
538699001,538699
538699007,538699
538813002,538813
538993007,538993
539209001,539209
539290013,539290
539290014,539290
539290015,539290
539291004,539291
539366010,539366
539474002,539474
539723001,539723
539723002,539723
539723003,539723
539723005,539723
539723006,539723
539723007,539723
539723038,539723
539723042,539723
539844007,539844
540269002,540269
540277004,540277
540701003,540701
541313001,541313
541491001,541491
541512001,541512
541512013,541512
541512014,541512
541518004,541518
541518015,541518
541519028,541519
541706015,541706
541746002,541746
541848001,541848
542017007,542017
542402001,542402
542464001,542464
542464003,542464
542464004,542464
542533002,542533
542533015,542533
542695005,542695
542730009,542730
542982010,542982
543035015,543035
543054005,543054
543054006,543054
543054013,543054
543062007,543062
543310001,543310
543310004,543310
543669001,543669
544181001,544181
544290001,544290
544627004,544627
544627005,544627
544627007,544627
545396005,545396
545396040,545396
545894001,545894
545929003,545929
546406001,546406
546565003,546565
546565004,546565
546579001,546579
546684010,546684
546721003,546721
546721004,546721
547300001,547300
547300003,547300
547349002,547349
547349005,547349
547365002,547365
547365003,547365
547365012,547365
547365023,547365
547365026,547365
547365029,547365
547367007,547367
547367008,547367
547367010,547367
547367021,547367
547367022,547367
547607001,547607
547747001,547747
547752004,547752
547780001,547780
547780002,547780
547780015,547780
547780019,547780
547780022,547780
547780025,547780
547780031,547780
547937008,547937
548110013,548110
548110020,548110
548110022,548110
548388015,548388
548436001,548436
548546001,548546
548613003,548613
548613005,548613
548613029,548613
548613038,548613
548613040,548613
548613042,548613
548659001,548659
548659003,548659
548659005,548659
548837002,548837
548926001,548926
549253002,549253
549253007,549253
549607004,549607
549914002,549914
549914003,549914
550004002,550004
550021002,550021
550021003,550021
550309005,550309
550309009,550309
550833002,550833
551044028,551044
551257008,551257
551336003,551336
551379001,551379
551379008,551379
551462012,551462
551790007,551790
552041001,552041
552315002,552315
552346003,552346
552346014,552346
552346017,552346
552346019,552346
552346021,552346
552370002,552370
552471001,552471
552471004,552471
552471019,552471
552473001,552473
552473028,552473
552473031,552473
552473036,552473
552716001,552716
552866001,552866
553069005,553069
553092013,553092
553392001,553392
553611006,553611
553611013,553611
553611020,553611
554007001,554007
554011001,554011
554141003,554141
554141015,554141
554141018,554141
554450001,554450
554450004,554450
554450005,554450
554450006,554450
554450014,554450
554450019,554450
554450026,554450
554450027,554450
554450028,554450
554450036,554450
554450042,554450
554450043,554450
554450046,554450
554477005,554477
554477007,554477
554477020,554477
554477027,554477
554477033,554477
554477034,554477
554477035,554477
554477037,554477
554479001,554479
554479005,554479
554479018,554479
554538002,554538
554541005,554541
554541014,554541
554541015,554541
554541016,554541
554541029,554541
554541032,554541
554541034,554541
554546013,554546
554546016,554546
554546019,554546
554546028,554546
554546030,554546
554552002,554552
554568001,554568
554598001,554598
554598003,554598
554598008,554598
554598009,554598
554598012,554598
554598028,554598
554598038,554598
554598040,554598
554598041,554598
554598047,554598
554598057,554598
554598058,554598
554598063,554598
554598065,554598
554598066,554598
554598070,554598
554598080,554598
554598083,554598
554598087,554598
554640010,554640
554640012,554640
554704006,554704
554704007,554704
554757004,554757
554772001,554772
554772002,554772
554772003,554772
554772041,554772
554792001,554792
554792003,554792
554811008,554811
554811019,554811
554811020,554811
554811026,554811
554811029,554811
554811031,554811
555102001,555102
555326010,555326
555351006,555351
555353015,555353
555550001,555550
556255001,556255
556255003,556255
556255005,556255
556260001,556260
556260002,556260
556260004,556260
556260007,556260
556260008,556260
556438001,556438
556527008,556527
556528002,556528
556539001,556539
556539003,556539
556539011,556539
556539014,556539
556539016,556539
556539023,556539
556539027,556539
556539028,556539
556545001,556545
556559001,556559
556560001,556560
556589001,556589
556677009,556677
557241003,557241
557246001,557246
557246003,557246
557246005,557246
557247005,557247
557247007,557247
557247010,557247
557247014,557247
557247017,557247
557247018,557247
557248001,557248
557248002,557248
557248005,557248
557248023,557248
557265001,557265
557599001,557599
557599011,557599
557599018,557599
557599022,557599
557599023,557599
557908015,557908
557994003,557994
557994014,557994
557994015,557994
557994019,557994
558070008,558070
558981011,558981
558986001,558986
558986008,558986
559076004,559076
559580001,559580
559601002,559601
559601006,559601
559601010,559601
559601019,559601
559607002,559607
559607008,559607
559607009,559607
559616001,559616
559616013,559616
559616014,559616
559616017,559616
559616020,559616
559626001,559626
559630002,559630
559630003,559630
559630004,559630
559630009,559630
559630013,559630
559630014,559630
559630019,559630
559630026,559630
559630029,559630
559633001,559633
559633008,559633
559634002,559634
559634003,559634
559634006,559634
559634009,559634
559634018,559634
559637004,559637
559637005,559637
559646008,559646
559649001,559649
559649002,559649
559677001,559677
560047002,560047
560203001,560203
560204001,560204
560221002,560221
560221004,560221
560221006,560221
560221011,560221
560221012,560221
560222002,560222
560222004,560222
560222011,560222
560222012,560222
560268001,560268
560270001,560270
560270007,560270
560270008,560270
560270009,560270
560270010,560270
560389011,560389
560389013,560389
560566003,560566
560566004,560566
560621003,560621
560781002,560781
561001001,561001
561067001,561067
561307023,561307
561307029,561307
561445005,561445
561445006,561445
561445007,561445
561445010,561445
561445020,561445
561445037,561445
561570001,561570
561706001,561706
561776001,561776
561797001,561797
561797003,561797
561797004,561797
561814002,561814
561817002,561817
561817005,561817
562092003,562092
562167003,562167
562211002,562211
562211012,562211
562211013,562211
562245001,562245
562245004,562245
562245005,562245
562245006,562245
562245015,562245
562245018,562245
562245025,562245
562245034,562245
562245039,562245
562245043,562245
562245046,562245
562245050,562245
562245054,562245
562245055,562245
562245057,562245
562245058,562245
562245059,562245
562245061,562245
562245062,562245
562245063,562245
562245064,562245
562245084,562245
562245088,562245
562245089,562245
562245093,562245
562245097,562245
562245100,562245
562245102,562245
562245104,562245
562251007,562251
562252001,562252
562252010,562252
562252028,562252
562252031,562252
562252032,562252
562252035,562252
562252039,562252
562299002,562299
562498002,562498
562498011,562498
562498015,562498
562613006,562613
562613007,562613
562613009,562613
562613011,562613
562613018,562613
562637001,562637
562657001,562657
562657004,562657
562775001,562775
563204001,563204
563210002,563210
563519001,563519
563519003,563519
563519006,563519
563519008,563519
563519013,563519
563519016,563519
563609004,563609
563993002,563993
564309019,564309
564309020,564309
564309042,564309
564310025,564310
564310030,564310
564310039,564310
564311002,564311
564311005,564311
564311023,564311
564312012,564312
564312023,564312
564313005,564313
564313020,564313
564313029,564313
564314016,564314
564314018,564314
564314031,564314
564334002,564334
564334005,564334
564358010,564358
564358012,564358
564358023,564358
564358024,564358
564358033,564358
564418002,564418
564419001,564419
564448002,564448
564551012,564551
564754002,564754
564754003,564754
564754012,564754
564786001,564786
564786017,564786
564786018,564786
564787003,564787
564787009,564787
564787012,564787
564787014,564787
564792001,564792
565292012,565292
565292015,565292
565338009,565338
565379001,565379
565379002,565379
565379004,565379
565379005,565379
565379022,565379
565379023,565379
565379027,565379
565379032,565379
565430002,565430
565935002,565935
566089001,566089
566140001,566140
566140006,566140
566140009,566140
566140015,566140
566140017,566140
566147001,566147
566323001,566323
566360005,566360
566428001,566428
566486004,566486
566534003,566534
566592023,566592
566618004,566618
566940004,566940
566941003,566941
566941012,566941
566942002,566942
567114005,567114
567413004,567413
567418006,567418
567418016,567418
567475001,567475
567532013,567532
567532015,567532
567535009,567535
567618001,567618
567618002,567618
567626001,567626
567635005,567635
567636001,567636
567638007,567638
567725003,567725
567725005,567725
567728006,567728
567729004,567729
567821001,567821
567993015,567993
567993016,567993
567993035,567993
567993040,567993
568020001,568020
568047002,568047
568069002,568069
568137005,568137
568174046,568174
568456015,568456
568570002,568570
568571002,568571
568573001,568573
568575001,568575
568593002,568593
568593007,568593
568594001,568594
568597006,568597
568597007,568597
568597018,568597
568597019,568597
568597023,568597
568597033,568597
568601006,568601
568601007,568601
568601008,568601
568601019,568601
568601023,568601
568601024,568601
568601026,568601
568601029,568601
568601031,568601
568601033,568601
568601034,568601
568601037,568601
568601038,568601
568751005,568751
568767003,568767
568836006,568836
568838008,568838
568838009,568838
568838011,568838
568931001,568931
568931012,568931
569046001,569046
569093019,569093
569206004,569206
569244002,569244
569246001,569246
569355013,569355
569355014,569355
569374001,569374
569406001,569406
569406004,569406
569516002,569516
569525001,569525
569526002,569526
569562012,569562
569847001,569847
569888001,569888
569903004,569903
569929001,569929
569974001,569974
569974019,569974
569974026,569974
569976009,569976
569981006,569981
569981011,569981
569984001,569984
569984002,569984
569984014,569984
569984019,569984
569984020,569984
569984037,569984
569996001,569996
569996004,569996
569997001,569997
569997013,569997
569997029,569997
569997031,569997
569998001,569998
569999007,569999
570002001,570002
570002002,570002
570002038,570002
570002048,570002
570002054,570002
570002058,570002
570002073,570002
570002079,570002
570002080,570002
570002082,570002
570003001,570003
570003002,570003
570003016,570003
570003031,570003
570003032,570003
570003040,570003
570003042,570003
570003054,570003
570003056,570003
570003082,570003
570004005,570004
570004009,570004
570004010,570004
570004011,570004
570004031,570004
570004045,570004
570004050,570004
570004065,570004
570004105,570004
570004106,570004
570004108,570004
570004118,570004
570033008,570033
570189001,570189
570189003,570189
570242001,570242
570243001,570243
570319001,570319
570319029,570319
570384002,570384
570573002,570573
570781003,570781
570843001,570843
571092001,571092
571436009,571436
571436011,571436
571436022,571436
571436030,571436
571436035,571436
571451001,571451
571598032,571598
571598033,571598
571650001,571650
571706001,571706
571709003,571709
571709004,571709
572124003,572124
572127013,572127
572127015,572127
572127018,572127
572187001,572187
572277007,572277
572399004,572399
572399005,572399
572399006,572399
572400001,572400
572400002,572400
572400022,572400
572480002,572480
572533027,572533
572582006,572582
572582008,572582
572791006,572791
572797001,572797
572797002,572797
572797011,572797
572797031,572797
572797032,572797
572797039,572797
572797048,572797
572931001,572931
572938001,572938
572957005,572957
572957017,572957
572998001,572998
572998002,572998
572998004,572998
572998007,572998
572998009,572998
572998013,572998
573071001,573071
573085001,573085
573085004,573085
573085005,573085
573085010,573085
573085019,573085
573085020,573085
573085027,573085
573085028,573085
573085033,573085
573085034,573085
573085039,573085
573085042,573085
573085043,573085
573085044,573085
573085047,573085
573085052,573085
573152021,573152
573282010,573282
573282011,573282
573282012,573282
573282033,573282
573390001,573390
573609001,573609
573626002,573626
573626007,573626
573626008,573626
573651001,573651
573652001,573652
573716002,573716
573716005,573716
573716012,573716
573716028,573716
573716039,573716
573716040,573716
573716049,573716
573716050,573716
573716052,573716
573716053,573716
573716054,573716
573716072,573716
573856001,573856
573856023,573856
573856024,573856
573870005,573870
573937001,573937
573937003,573937
574109011,574109
574109012,574109
574109013,574109
574109017,574109
574109020,574109
574109021,574109
574109023,574109
574109025,574109
574109026,574109
574112001,574112
574399003,574399
574401001,574401
574682001,574682
574752003,574752
574874004,574874
574874006,574874
575004005,575004
575141001,575141
575141005,575141
575156004,575156
575172001,575172
575347003,575347
575347010,575347
575347011,575347
575347014,575347
575447008,575447
575495003,575495
575542003,575542
575542007,575542
575630001,575630
576050001,576050
576112001,576112
576653005,576653
576661009,576661
576689001,576689
576692001,576692
576693001,576693
576693002,576693
576773015,576773
576773017,576773
576773019,576773
576775001,576775
576775006,576775
576897001,576897
577006002,577006
577006005,577006
577034001,577034
577318001,577318
577388003,577388
577425002,577425
577425011,577425
577494010,577494
577512001,577512
577512005,577512
577512009,577512
577513003,577513
577513006,577513
577992006,577992
578020001,578020
578020003,578020
578020004,578020
578113001,578113
578113002,578113
578133005,578133
578317006,578317
578342001,578342
578374001,578374
578470001,578470
578474001,578474
578474007,578474
578476001,578476
578478003,578478
578487002,578487
578487011,578487
578487015,578487
578630002,578630
578630003,578630
578630025,578630
578752001,578752
578876002,578876
578876005,578876
579302001,579302
579302004,579302
579302009,579302
579302012,579302
579302013,579302
579302018,579302
579322004,579322
579468006,579468
579541001,579541
579541004,579541
579541011,579541
579541026,579541
579541031,579541
579541036,579541
579541038,579541
579541072,579541
579541076,579541
579541077,579541
579577001,579577
579844003,579844
579865001,579865
579990002,579990
580000001,580000
580000003,580000
580041021,580041
580331004,580331
580482002,580482
580482004,580482
580482012,580482
580746002,580746
580768001,580768
580770001,580770
580770008,580770
580840001,580840
581127011,581127
581154003,581154
581157001,581157
581162001,581162
581162008,581162
581178001,581178
581213003,581213
581244001,581244
581275009,581275
581275010,581275
